,Sales Representative,Location,Customer,Product,Order Date,Quantity, Unit Price , Total Sale Amount 
,Gowtham,Kolkata,Marie Rivera,Gadgets,25-Oct-17,3, ₹ 53.35 , ₹ 160.05 
,Kishore,Gurgon,Brian Bryant,Cosmetic,25-Oct-17,1, ₹ 12.42 , ₹ 12.42 
,Gowtham,Mumbai,Brandon Morales,Essential,25-Oct-17,8, ₹ 16.32 , ₹ 130.56 
,Kishore,Chennai,Kathy Porter,Cosmetic,25-Oct-17,13, ₹ 12.42 , ₹ 161.46 
,Gowtham,Chennai,Cynthia Mccoy,Electronics,25-Oct-17,2, ₹ 17.83 , ₹ 35.66 
,Kishore,Gurgon,Joseph Reynolds,Cosmetic,25-Oct-17,10, ₹ 12.42 , ₹ 124.20 
,Gowtham,Kolkata,Mark Rogers,Essential,25-Oct-17,12, ₹ 16.32 , ₹ 195.84 
,Yuvan,Chennai,Judy Carpenter,Essential,25-Oct-17,1, ₹ 16.32 , ₹ 16.32 
,Gowtham,Delhi,Douglas Duncan,Cosmetic,25-Oct-17,2, ₹ 12.42 , ₹ 24.84 
,Hari,Chennai,Mildred Hernandez,Cosmetic,25-Oct-17,3, ₹ 12.42 , ₹ 37.26 
,Yuvan,Chennai,Harold Matthews,Gadgets,25-Oct-17,12, ₹ 53.35 , ₹ 640.20 
,Yuvan,Kolkata,Evelyn Greene,Cosmetic,25-Oct-17,6, ₹ 12.42 , ₹ 74.52 
,Abi,Delhi,Amy Carr,Cosmetic,25-Oct-17,8, ₹ 12.42 , ₹ 99.36 
,Yuvan,Delhi,Kenneth Nelson,Gadgets,25-Oct-17,3, ₹ 53.35 , ₹ 160.05 
,Gowtham,Chennai,Johnny Fowler,Essential,25-Oct-17,9, ₹ 16.32 , ₹ 146.88 
,Yuvan,Chennai,Cynthia Lewis,Gadgets,25-Oct-17,11, ₹ 53.35 , ₹ 586.85 
,Kishore,Chennai,Earl Morales,Cosmetic,25-Oct-17,5, ₹ 12.42 , ₹ 62.10 
,Hari,Chennai,Helen Diaz,Essential,25-Oct-17,5, ₹ 16.32 , ₹ 81.60 
,Yuvan,Chennai,Dorothy Baker,Cosmetic,25-Oct-17,9, ₹ 12.42 , ₹ 111.78 
,Kishore,Chennai,Craig Reyes,Cosmetic,25-Oct-17,10, ₹ 12.42 , ₹ 124.20 
,Abi,Delhi,Lillian Burke,Electronics,25-Oct-17,11, ₹ 17.83 , ₹ 196.13 
,Gowtham,Mumbai,Clarence Mason,Cosmetic,26-Oct-17,8, ₹ 12.42 , ₹ 99.36 
,Kishore,Gurgon,Clarence Bishop,Cosmetic,26-Oct-17,14, ₹ 12.42 , ₹ 173.88 
,Yuvan,Kolkata,Katherine Mcdonald,Cosmetic,26-Oct-17,10, ₹ 12.42 , ₹ 124.20 
,Gowtham,Delhi,Ann Duncan,Electronics,26-Oct-17,4, ₹ 17.83 , ₹ 71.32 
,Gowtham,Mumbai,Nicholas Ward,Cosmetic,26-Oct-17,12, ₹ 12.42 , ₹ 149.04 
,Yuvan,Kolkata,Sharon Rose,Cosmetic,26-Oct-17,2, ₹ 12.42 , ₹ 24.84 
,Yuvan,Kolkata,Carlos Greene,Gadgets,26-Oct-17,10, ₹ 53.35 , ₹ 533.50 
,Kishore,Chennai,Russell Cooper,Cosmetic,26-Oct-17,6, ₹ 12.42 , ₹ 74.52 
,Yuvan,Kolkata,Jeffrey Miller,Cosmetic,26-Oct-17,14, ₹ 12.42 , ₹ 173.88 
,Abi,Chennai,Albert Dunn,Electronics,26-Oct-17,12, ₹ 17.83 , ₹ 213.96 
,Kishore,Gurgon,Kenneth West,Cosmetic,26-Oct-17,9, ₹ 12.42 , ₹ 111.78 
,Kishore,Gurgon,Janet Stewart,Cosmetic,26-Oct-17,11, ₹ 12.42 , ₹ 136.62 
,Gowtham,Kolkata,Roy Collins,Gadgets,26-Oct-17,5, ₹ 53.35 , ₹ 266.75 
,Gowtham,Delhi,Jerry Smith,Cosmetic,26-Oct-17,8, ₹ 12.42 , ₹ 99.36 
,Hari,Gurgon,Samuel Garza,Essential,27-Oct-17,10, ₹ 16.32 , ₹ 163.20 
,Gowtham,Chennai,Chris George,Gadgets,27-Oct-17,9, ₹ 53.35 , ₹ 480.15 
,Gowtham,Chennai,Johnny Fowler,Gadgets,27-Oct-17,6, ₹ 53.35 , ₹ 320.10 
,Kishore,Chennai,Jerry Collins,Essential,27-Oct-17,2, ₹ 16.32 , ₹ 32.64 
,Yuvan,Kolkata,Mark Alexander,Cosmetic,27-Oct-17,1, ₹ 12.42 , ₹ 12.42 
,Hari,Chennai,Kathy Porter,Gadgets,27-Oct-17,4, ₹ 53.35 , ₹ 213.40 
,Gowtham,Chennai,Eric Ellis,Electronics,27-Oct-17,14, ₹ 17.83 , ₹ 249.62 
,Yuvan,Chennai,Keith Berry,Gadgets,27-Oct-17,7, ₹ 53.35 , ₹ 373.45 
,Yuvan,Mumbai,Ryan Arnold,Cosmetic,27-Oct-17,4, ₹ 12.42 , ₹ 49.68 
,Kishore,Chennai,Carol Pierce,Essential,27-Oct-17,11, ₹ 16.32 , ₹ 179.52 
,Kishore,Gurgon,Alan Cole,Cosmetic,27-Oct-17,10, ₹ 12.42 , ₹ 124.20 
,Yuvan,Mumbai,Theresa Kennedy,Cosmetic,27-Oct-17,4, ₹ 12.42 , ₹ 49.68 
,Yuvan,Chennai,David Allen,Gadgets,27-Oct-17,14, ₹ 53.35 , ₹ 746.90 
,Gowtham,Delhi,Joseph Bishop,Cosmetic,27-Oct-17,13, ₹ 12.42 , ₹ 161.46 
,Kishore,Chennai,Earl White,Electronics,28-Oct-17,2, ₹ 17.83 , ₹ 35.66 
,Hari,Gurgon,Samuel Garza,Gadgets,28-Oct-17,11, ₹ 53.35 , ₹ 586.85 
,Yuvan,Kolkata,Frank Owens,Gadgets,28-Oct-17,6, ₹ 53.35 , ₹ 320.10 
,Kishore,Gurgon,Gloria Oliver,Electronics,28-Oct-17,10, ₹ 17.83 , ₹ 178.30 
,Yuvan,Delhi,Dennis Reed,Cosmetic,28-Oct-17,11, ₹ 12.42 , ₹ 136.62 
,Yuvan,Chennai,Ruby Evans,Essential,28-Oct-17,12, ₹ 16.32 , ₹ 195.84 
,Yuvan,Mumbai,Raymond Clark,Cosmetic,28-Oct-17,5, ₹ 12.42 , ₹ 62.10 
,Kishore,Chennai,Joan Austin,Electronics,28-Oct-17,13, ₹ 17.83 , ₹ 231.79 
,Gowtham,Kolkata,Ronald Kim,Cosmetic,28-Oct-17,13, ₹ 12.42 , ₹ 161.46 
,Kishore,Gurgon,Lois Fernandez,Essential,29-Oct-17,6, ₹ 16.32 , ₹ 97.92 
,Kishore,Gurgon,Donald Ryan,Cosmetic,29-Oct-17,11, ₹ 12.42 , ₹ 136.62 
,Yuvan,Kolkata,Edward Cooper,Gadgets,29-Oct-17,6, ₹ 53.35 , ₹ 320.10 
,Kishore,Chennai,Jason Berry,Essential,29-Oct-17,5, ₹ 16.32 , ₹ 81.60 
,Yuvan,Kolkata,Lawrence Ruiz,Essential,29-Oct-17,3, ₹ 16.32 , ₹ 48.96 
,Hari,Chennai,Beverly Jacobs,Essential,29-Oct-17,4, ₹ 16.32 , ₹ 65.28 
,Yuvan,Delhi,Jeremy Richards,Electronics,29-Oct-17,2, ₹ 17.83 , ₹ 35.66 
,Yuvan,Delhi,Roy Rivera,Essential,29-Oct-17,13, ₹ 16.32 , ₹ 212.16 
,Kishore,Chennai,Ruth Day,Essential,29-Oct-17,7, ₹ 16.32 , ₹ 114.24 
,Kishore,Gurgon,Martha Harper,Electronics,29-Oct-17,11, ₹ 17.83 , ₹ 196.13 
,Yuvan,Mumbai,Lois Baker,Electronics,29-Oct-17,4, ₹ 17.83 , ₹ 71.32 
,Yuvan,Kolkata,Phyllis Johnston,Electronics,30-Oct-17,13, ₹ 17.83 , ₹ 231.79 
,Gowtham,Delhi,Jean Fowler,Electronics,30-Oct-17,3, ₹ 17.83 , ₹ 53.49 
,Abi,Delhi,Alice Kelly,Cosmetic,30-Oct-17,4, ₹ 12.42 , ₹ 49.68 
,Hari,Chennai,Ruth Kennedy,Gadgets,30-Oct-17,1, ₹ 53.35 , ₹ 53.35 
,Gowtham,Delhi,Eugene Hughes,Essential,30-Oct-17,14, ₹ 16.32 , ₹ 228.48 
,Yuvan,Kolkata,Mark Alexander,Electronics,30-Oct-17,1, ₹ 17.83 , ₹ 17.83 
,Yuvan,Chennai,Lois Woods,Cosmetic,30-Oct-17,4, ₹ 12.42 , ₹ 49.68 
,Kishore,Chennai,Ryan Ramos,Electronics,30-Oct-17,5, ₹ 17.83 , ₹ 89.15 
,Yuvan,Chennai,Albert Dunn,Electronics,30-Oct-17,10, ₹ 17.83 , ₹ 178.30 
,Kishore,Chennai,Henry Sanders,Essential,30-Oct-17,2, ₹ 16.32 , ₹ 32.64 
,Gowtham,Delhi,Robin Matthews,Essential,31-Oct-17,5, ₹ 16.32 , ₹ 81.60 
,Yuvan,Chennai,Stephen Welch,Cosmetic,31-Oct-17,1, ₹ 12.42 , ₹ 12.42 
,Yuvan,Kolkata,Virginia Alvarez,Cosmetic,31-Oct-17,14, ₹ 12.42 , ₹ 173.88 
,Kishore,Chennai,Margaret James,Cosmetic,31-Oct-17,5, ₹ 12.42 , ₹ 62.10 
,Kishore,Chennai,Earl Morales,Essential,31-Oct-17,6, ₹ 16.32 , ₹ 97.92 
,Yuvan,Chennai,Benjamin Willis,Electronics,31-Oct-17,8, ₹ 17.83 , ₹ 142.64 
,Yuvan,Kolkata,Ashley Spencer,Gadgets,31-Oct-17,4, ₹ 53.35 , ₹ 213.40 
,Kishore,Chennai,Jessica Miller,Electronics,31-Oct-17,14, ₹ 17.83 , ₹ 249.62 
,Gowtham,Kolkata,Frank Owens,Cosmetic,31-Oct-17,2, ₹ 12.42 , ₹ 24.84 
,Yuvan,Kolkata,Sharon Rose,Cosmetic,31-Oct-17,1, ₹ 12.42 , ₹ 12.42 
,Hari,Gurgon,Joseph Reynolds,Cosmetic,31-Oct-17,3, ₹ 12.42 , ₹ 37.26 
,Yuvan,Mumbai,Janice Ford,Electronics,31-Oct-17,9, ₹ 17.83 , ₹ 160.47 
,Hari,Chennai,Martha Bell,Gadgets,31-Oct-17,1, ₹ 53.35 , ₹ 53.35 
,Kishore,Chennai,Gloria Morris,Gadgets,1-Nov-17,5, ₹ 53.35 , ₹ 266.75 
,Yuvan,Delhi,Phillip Young,Essential,1-Nov-17,2, ₹ 16.32 , ₹ 32.64 
,Yuvan,Chennai,Joshua Washington,Gadgets,1-Nov-17,14, ₹ 53.35 , ₹ 746.90 
,Gowtham,Kolkata,Frances Campbell,Cosmetic,1-Nov-17,1, ₹ 12.42 , ₹ 12.42 
,Gowtham,Delhi,Lori Shaw,Gadgets,1-Nov-17,4, ₹ 53.35 , ₹ 213.40 
,Yuvan,Kolkata,Roger Freeman,Cosmetic,1-Nov-17,10, ₹ 12.42 , ₹ 124.20 
,Kishore,Banglore,Rachel Dunn,Electronics,1-Nov-17,10, ₹ 17.83 , ₹ 178.30 
,Hari,Gurgon,Jean Griffin,Electronics,1-Nov-17,7, ₹ 17.83 , ₹ 124.81 
,Abi,Kolkata,Betty Stewart,Electronics,1-Nov-17,14, ₹ 17.83 , ₹ 249.62 
,Gowtham,Delhi,Eugene Schmidt,Electronics,1-Nov-17,2, ₹ 17.83 , ₹ 35.66 
,Kishore,Chennai,Gregory Richardson,Electronics,1-Nov-17,8, ₹ 17.83 , ₹ 142.64 
,Yuvan,Kolkata,Debra Palmer,Essential,1-Nov-17,12, ₹ 16.32 , ₹ 195.84 
,Yuvan,Kolkata,Evelyn Greene,Gadgets,1-Nov-17,5, ₹ 53.35 , ₹ 266.75 
,Gowtham,Delhi,Gary Young,Cosmetic,1-Nov-17,8, ₹ 12.42 , ₹ 99.36 
,Yuvan,Delhi,Harold Rodriguez,Essential,1-Nov-17,13, ₹ 16.32 , ₹ 212.16 
,Yuvan,Chennai,Frank Spencer,Gadgets,1-Nov-17,2, ₹ 53.35 , ₹ 106.70 
,Yuvan,Delhi,Roy Franklin,Cosmetic,1-Nov-17,6, ₹ 12.42 , ₹ 74.52 
,Hari,Chennai,Kimberly Lee,Electronics,2-Nov-17,4, ₹ 17.83 , ₹ 71.32 
,Kishore,Chennai,Dennis Fields,Gadgets,2-Nov-17,12, ₹ 53.35 , ₹ 640.20 
,Yuvan,Kolkata,Heather Andrews,Essential,2-Nov-17,1, ₹ 16.32 , ₹ 16.32 
,Yuvan,Delhi,Joseph Bishop,Electronics,2-Nov-17,14, ₹ 17.83 , ₹ 249.62 
,Abi,Kolkata,Gloria Harper,Cosmetic,2-Nov-17,6, ₹ 12.42 , ₹ 74.52 
,Yuvan,Kolkata,Joshua Campbell,Cosmetic,2-Nov-17,8, ₹ 12.42 , ₹ 99.36 
,Kishore,Chennai,Ann Hall,Cosmetic,2-Nov-17,3, ₹ 12.42 , ₹ 37.26 
,Yuvan,Kolkata,Lawrence Ruiz,Cosmetic,2-Nov-17,6, ₹ 12.42 , ₹ 74.52 
,Kishore,Chennai,Annie Hughes,Cosmetic,2-Nov-17,6, ₹ 12.42 , ₹ 74.52 
,Yuvan,Mumbai,Jane Watkins,Essential,2-Nov-17,5, ₹ 16.32 , ₹ 81.60 
,Yuvan,Delhi,Robin Matthews,Electronics,2-Nov-17,10, ₹ 17.83 , ₹ 178.30 
,Yuvan,Kolkata,Wayne Lawson,Essential,2-Nov-17,2, ₹ 16.32 , ₹ 32.64 
,Kishore,Chennai,Kathy Schmidt,Essential,2-Nov-17,14, ₹ 16.32 , ₹ 228.48 
,Kishore,Gurgon,Brian Bryant,Essential,2-Nov-17,1, ₹ 16.32 , ₹ 16.32 
,Kishore,Chennai,Annie Hughes,Electronics,2-Nov-17,6, ₹ 17.83 , ₹ 106.98 
,Abi,Kolkata,Antonio Mason,Gadgets,2-Nov-17,9, ₹ 53.35 , ₹ 480.15 
,Abi,Kolkata,Frank Ramos,Cosmetic,2-Nov-17,12, ₹ 12.42 , ₹ 149.04 
,Hari,Chennai,Mary Green,Cosmetic,2-Nov-17,9, ₹ 12.42 , ₹ 111.78 
,Hari,Chennai,Kelly Wagner,Gadgets,2-Nov-17,12, ₹ 53.35 , ₹ 640.20 
,Yuvan,Delhi,Paul Perkins,Cosmetic,2-Nov-17,9, ₹ 12.42 , ₹ 111.78 
,Yuvan,Chennai,Adam Russell,Electronics,2-Nov-17,1, ₹ 17.83 , ₹ 17.83 
,Hari,Chennai,Tina Schmidt,Gadgets,2-Nov-17,3, ₹ 53.35 , ₹ 160.05 
,Kishore,Chennai,Harold Duncan,Essential,2-Nov-17,9, ₹ 16.32 , ₹ 146.88 
,Yuvan,Kolkata,Todd Holmes,Cosmetic,2-Nov-17,6, ₹ 12.42 , ₹ 74.52 
,Gowtham,Chennai,Stephen Welch,Cosmetic,3-Nov-17,13, ₹ 12.42 , ₹ 161.46 
,Yuvan,Kolkata,Denise Perez,Essential,3-Nov-17,11, ₹ 16.32 , ₹ 179.52 
,Yuvan,Chennai,Donna Bryant,Gadgets,3-Nov-17,5, ₹ 53.35 , ₹ 266.75 
,Hari,Chennai,Jerry Davis,Cosmetic,3-Nov-17,8, ₹ 12.42 , ₹ 99.36 
,Yuvan,Delhi,George Stone,Cosmetic,3-Nov-17,8, ₹ 12.42 , ₹ 99.36 
,Gowtham,Chennai,Sean Weaver,Gadgets,3-Nov-17,8, ₹ 53.35 , ₹ 426.80 
,Kishore,Chennai,Joan Robinson,Electronics,3-Nov-17,6, ₹ 17.83 , ₹ 106.98 
,Abi,Chennai,Jacqueline Wheeler,Cosmetic,3-Nov-17,4, ₹ 12.42 , ₹ 49.68 
,Gowtham,Delhi,Charles Ray,Cosmetic,3-Nov-17,12, ₹ 12.42 , ₹ 149.04 
,Kishore,Chennai,Andrea Lawrence,Cosmetic,3-Nov-17,9, ₹ 12.42 , ₹ 111.78 
,Gowtham,Delhi,George Stone,Cosmetic,3-Nov-17,11, ₹ 12.42 , ₹ 136.62 
,Yuvan,Delhi,Frank Murphy,Electronics,3-Nov-17,12, ₹ 17.83 , ₹ 213.96 
,Yuvan,Delhi,Cheryl Williamson,Cosmetic,3-Nov-17,8, ₹ 12.42 , ₹ 99.36 
,Kishore,Chennai,Marilyn Carpenter,Cosmetic,3-Nov-17,3, ₹ 12.42 , ₹ 37.26 
,Yuvan,Delhi,Roy Rivera,Cosmetic,3-Nov-17,10, ₹ 12.42 , ₹ 124.20 
,Kishore,Gurgon,Brian Bryant,Cosmetic,3-Nov-17,13, ₹ 12.42 , ₹ 161.46 
,Yuvan,Kolkata,Anne Fisher,Essential,4-Nov-17,11, ₹ 16.32 , ₹ 179.52 
,Kishore,Gurgon,Gloria Oliver,Gadgets,4-Nov-17,11, ₹ 53.35 , ₹ 586.85 
,Kishore,Chennai,Rebecca Ryan,Essential,4-Nov-17,11, ₹ 16.32 , ₹ 179.52 
,Hari,Chennai,Gerald Mcdonald,Gadgets,4-Nov-17,9, ₹ 53.35 , ₹ 480.15 
,Hari,Chennai,Martha Bell,Gadgets,4-Nov-17,4, ₹ 53.35 , ₹ 213.40 
,Yuvan,Delhi,Douglas Duncan,Electronics,4-Nov-17,12, ₹ 17.83 , ₹ 213.96 
,Yuvan,Chennai,Ashley Adams,Gadgets,4-Nov-17,5, ₹ 53.35 , ₹ 266.75 
,Hari,Gurgon,Thomas Lane,Gadgets,4-Nov-17,11, ₹ 53.35 , ₹ 586.85 
,Gowtham,Mumbai,Albert Bradley,Gadgets,4-Nov-17,10, ₹ 53.35 , ₹ 533.50 
,Gowtham,Kolkata,Ralph Gomez,Electronics,4-Nov-17,6, ₹ 17.83 , ₹ 106.98 
,Yuvan,Mumbai,Brandon Morales,Cosmetic,4-Nov-17,5, ₹ 12.42 , ₹ 62.10 
,Kishore,Chennai,Dennis Fields,Gadgets,4-Nov-17,5, ₹ 53.35 , ₹ 266.75 
,Yuvan,Delhi,Walter Kennedy,Cosmetic,4-Nov-17,12, ₹ 12.42 , ₹ 149.04 
,Gowtham,Kolkata,Kimberly Morris,Electronics,4-Nov-17,11, ₹ 17.83 , ₹ 196.13 
,Hari,Chennai,Joan Robinson,Essential,4-Nov-17,4, ₹ 16.32 , ₹ 65.28 
,Kishore,Chennai,Howard Nelson,Cosmetic,4-Nov-17,13, ₹ 12.42 , ₹ 161.46 
,Yuvan,Chennai,Albert Dunn,Cosmetic,4-Nov-17,10, ₹ 12.42 , ₹ 124.20 
,Yuvan,Chennai,Emily Duncan,Cosmetic,4-Nov-17,3, ₹ 12.42 , ₹ 37.26 
,Kishore,Chennai,Arthur James,Cosmetic,4-Nov-17,1, ₹ 12.42 , ₹ 12.42 
,Hari,Chennai,Mary Rose,Electronics,4-Nov-17,6, ₹ 17.83 , ₹ 106.98 
,Kishore,Chennai,Stephen Martinez,Gadgets,4-Nov-17,5, ₹ 53.35 , ₹ 266.75 
,Gowtham,Kolkata,Anna Wheeler,Gadgets,4-Nov-17,5, ₹ 53.35 , ₹ 266.75 
,Yuvan,Chennai,Billy Wood,Essential,4-Nov-17,8, ₹ 16.32 , ₹ 130.56 
,Kishore,Chennai,Jerry Davis,Essential,4-Nov-17,14, ₹ 16.32 , ₹ 228.48 
,Hari,Chennai,Paula Ross,Gadgets,5-Nov-17,10, ₹ 53.35 , ₹ 533.50 
,Gowtham,Delhi,Martha Brown,Essential,5-Nov-17,7, ₹ 16.32 , ₹ 114.24 
,Yuvan,Kolkata,Frances Campbell,Gadgets,5-Nov-17,3, ₹ 53.35 , ₹ 160.05 
,Hari,Chennai,Helen Diaz,Gadgets,5-Nov-17,5, ₹ 53.35 , ₹ 266.75 
,Kishore,Chennai,Jason Berry,Gadgets,5-Nov-17,6, ₹ 53.35 , ₹ 320.10 
,Yuvan,Chennai,Joshua Washington,Cosmetic,5-Nov-17,3, ₹ 12.42 , ₹ 37.26 
,Yuvan,Delhi,Sandra Weaver,Electronics,5-Nov-17,6, ₹ 17.83 , ₹ 106.98 
,Yuvan,Kolkata,Judith Warren,Gadgets,5-Nov-17,7, ₹ 53.35 , ₹ 373.45 
,Yuvan,Delhi,Kevin Torres,Cosmetic,5-Nov-17,6, ₹ 12.42 , ₹ 74.52 
,Abi,Delhi,Carl Ford,Electronics,5-Nov-17,9, ₹ 17.83 , ₹ 160.47 
,Gowtham,Delhi,Jerry Butler,Cosmetic,5-Nov-17,3, ₹ 12.42 , ₹ 37.26 
,Kishore,Chennai,Andrea Washington,Cosmetic,5-Nov-17,11, ₹ 12.42 , ₹ 136.62 
,Abi,Kolkata,Teresa Thomas,Cosmetic,5-Nov-17,9, ₹ 12.42 , ₹ 111.78 
,Gowtham,Kolkata,Mark Rogers,Electronics,5-Nov-17,14, ₹ 17.83 , ₹ 249.62 
,Kishore,Gurgon,Michelle Phillips,Cosmetic,5-Nov-17,10, ₹ 12.42 , ₹ 124.20 
,Abi,Delhi,Phillip Young,Cosmetic,5-Nov-17,5, ₹ 12.42 , ₹ 62.10 
,Abi,Kolkata,Roy Collins,Gadgets,5-Nov-17,8, ₹ 53.35 , ₹ 426.80 
,Kishore,Chennai,Kimberly Lee,Cosmetic,5-Nov-17,10, ₹ 12.42 , ₹ 124.20 
,Gowtham,Kolkata,Kimberly Little,Essential,5-Nov-17,4, ₹ 16.32 , ₹ 65.28 
,Yuvan,Kolkata,Joan Harvey,Essential,6-Nov-17,4, ₹ 16.32 , ₹ 65.28 
,Yuvan,Kolkata,Dorothy Patterson,Electronics,6-Nov-17,11, ₹ 17.83 , ₹ 196.13 
,Kishore,Gurgon,Sharon Wagner,Cosmetic,6-Nov-17,12, ₹ 12.42 , ₹ 149.04 
,Kishore,Chennai,Christine Jacobs,Electronics,6-Nov-17,6, ₹ 17.83 , ₹ 106.98 
,Hari,Gurgon,Wanda Allen,Cosmetic,6-Nov-17,2, ₹ 12.42 , ₹ 24.84 
,Yuvan,Kolkata,Brenda Cruz,Gadgets,6-Nov-17,14, ₹ 53.35 , ₹ 746.90 
,Hari,Chennai,Gary Weaver,Gadgets,6-Nov-17,7, ₹ 53.35 , ₹ 373.45 
,Gowtham,Delhi,Carl Howard,Cosmetic,6-Nov-17,1, ₹ 12.42 , ₹ 12.42 
,Hari,Chennai,Jeremy Baker,Gadgets,6-Nov-17,13, ₹ 53.35 , ₹ 693.55 
,Yuvan,Delhi,Matthew Smith,Cosmetic,6-Nov-17,2, ₹ 12.42 , ₹ 24.84 
,Abi,Chennai,Benjamin Willis,Cosmetic,6-Nov-17,5, ₹ 12.42 , ₹ 62.10 
,Kishore,Gurgon,Marilyn Graham,Cosmetic,6-Nov-17,4, ₹ 12.42 , ₹ 49.68 
,Gowtham,Kolkata,Joseph Ryan,Cosmetic,6-Nov-17,6, ₹ 12.42 , ₹ 74.52 
,Yuvan,Mumbai,Brandon Morales,Essential,6-Nov-17,1, ₹ 16.32 , ₹ 16.32 
,Hari,Banglore,Donna Williams,Electronics,6-Nov-17,8, ₹ 17.83 , ₹ 142.64 
,Yuvan,Delhi,Carolyn Scott,Gadgets,6-Nov-17,4, ₹ 53.35 , ₹ 213.40 
,Yuvan,Kolkata,Christina Oliver,Cosmetic,6-Nov-17,14, ₹ 12.42 , ₹ 173.88 
,Hari,Banglore,Paula Watson,Cosmetic,6-Nov-17,10, ₹ 12.42 , ₹ 124.20 
,Abi,Delhi,Robin Matthews,Cosmetic,6-Nov-17,4, ₹ 12.42 , ₹ 49.68 
,Kishore,Chennai,Joseph Willis,Cosmetic,6-Nov-17,4, ₹ 12.42 , ₹ 49.68 
,Kishore,Chennai,Charles Montgomery,Cosmetic,6-Nov-17,12, ₹ 12.42 , ₹ 149.04 
,Yuvan,Mumbai,Clarence Mason,Electronics,6-Nov-17,14, ₹ 17.83 , ₹ 249.62 
,Kishore,Chennai,Jerry Davis,Gadgets,6-Nov-17,2, ₹ 53.35 , ₹ 106.70 
,Gowtham,Kolkata,Christina Little,Cosmetic,6-Nov-17,3, ₹ 12.42 , ₹ 37.26 
,Gowtham,Kolkata,Jerry Pierce,Gadgets,6-Nov-17,8, ₹ 53.35 , ₹ 426.80 
,Kishore,Chennai,Anthony White,Gadgets,6-Nov-17,6, ₹ 53.35 , ₹ 320.10 
,Yuvan,Delhi,Nancy Meyer,Cosmetic,7-Nov-17,12, ₹ 12.42 , ₹ 149.04 
,Abi,Chennai,Ronald Lopez,Essential,7-Nov-17,12, ₹ 16.32 , ₹ 195.84 
,Yuvan,Kolkata,Gloria Harper,Gadgets,7-Nov-17,1, ₹ 53.35 , ₹ 53.35 
,Yuvan,Mumbai,Alan Dean,Cosmetic,7-Nov-17,4, ₹ 12.42 , ₹ 49.68 
,Yuvan,Delhi,Howard Adams,Gadgets,7-Nov-17,8, ₹ 53.35 , ₹ 426.80 
,Gowtham,Delhi,Theresa Ellis,Gadgets,7-Nov-17,13, ₹ 53.35 , ₹ 693.55 
,Hari,Gurgon,Edward Taylor,Cosmetic,7-Nov-17,2, ₹ 12.42 , ₹ 24.84 
,Yuvan,Kolkata,Marie Rivera,Cosmetic,7-Nov-17,13, ₹ 12.42 , ₹ 161.46 
,Gowtham,Kolkata,Anna Wheeler,Gadgets,7-Nov-17,7, ₹ 53.35 , ₹ 373.45 
,Hari,Chennai,Dennis Fields,Electronics,7-Nov-17,12, ₹ 17.83 , ₹ 213.96 
,Yuvan,Kolkata,Joshua Campbell,Electronics,7-Nov-17,7, ₹ 17.83 , ₹ 124.81 
,Yuvan,Chennai,Jennifer Simpson,Electronics,7-Nov-17,4, ₹ 17.83 , ₹ 71.32 
,Yuvan,Delhi,Charles Ray,Essential,7-Nov-17,4, ₹ 16.32 , ₹ 65.28 
,Yuvan,Chennai,Judy Carpenter,Essential,8-Nov-17,5, ₹ 16.32 , ₹ 81.60 
,Yuvan,Delhi,Harold Rodriguez,Gadgets,8-Nov-17,10, ₹ 53.35 , ₹ 533.50 
,Kishore,Chennai,Gary Weaver,Cosmetic,8-Nov-17,13, ₹ 12.42 , ₹ 161.46 
,Yuvan,Delhi,Roy Franklin,Cosmetic,8-Nov-17,1, ₹ 12.42 , ₹ 12.42 
,Kishore,Chennai,Robin Murphy,Gadgets,8-Nov-17,7, ₹ 53.35 , ₹ 373.45 
,Yuvan,Delhi,Beverly Hamilton,Essential,8-Nov-17,10, ₹ 16.32 , ₹ 163.20 
,Hari,Chennai,Willie Oliver,Electronics,8-Nov-17,8, ₹ 17.83 , ₹ 142.64 
,Kishore,Gurgon,Terry Pierce,Cosmetic,8-Nov-17,14, ₹ 12.42 , ₹ 173.88 
,Yuvan,Chennai,Billy Wood,Gadgets,8-Nov-17,7, ₹ 53.35 , ₹ 373.45 
,Gowtham,Kolkata,Arthur Austin,Essential,8-Nov-17,5, ₹ 16.32 , ₹ 81.60 
,Yuvan,Kolkata,Karen Gray,Cosmetic,8-Nov-17,6, ₹ 12.42 , ₹ 74.52 
,Yuvan,Chennai,Kimberly Coleman,Essential,8-Nov-17,9, ₹ 16.32 , ₹ 146.88 
,Yuvan,Delhi,Lori Shaw,Cosmetic,8-Nov-17,6, ₹ 12.42 , ₹ 74.52 
,Hari,Chennai,Earl Morales,Cosmetic,8-Nov-17,10, ₹ 12.42 , ₹ 124.20 
,Gowtham,Mumbai,Lois Baker,Cosmetic,8-Nov-17,10, ₹ 12.42 , ₹ 124.20 
,Yuvan,Chennai,Tammy Hart,Essential,8-Nov-17,10, ₹ 16.32 , ₹ 163.20 
,Yuvan,Kolkata,Harold Daniels,Gadgets,8-Nov-17,3, ₹ 53.35 , ₹ 160.05 
,Abi,Chennai,Harold Matthews,Cosmetic,8-Nov-17,13, ₹ 12.42 , ₹ 161.46 
,Yuvan,Chennai,Victor Bell,Cosmetic,8-Nov-17,11, ₹ 12.42 , ₹ 136.62 
